Feature,Importance
"TRBJ2-5, TRBJ2-7",0.21831525577827315
"TRBJ1-2, TRBJ2-6",0.21816503628451092
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-9",0.2175942781570575
"TRBJ1-2, TRBJ1-5",0.2167173017895668
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-3, TRBV6-8",0.20947236295103067
TRBV4-3,0.20931692955135814
"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-3, TRBV6-2",0.20600903052348127
"TRBJ2-7, TRBJ2-1",0.20577310649307315
"TRBV6-8, TRBV6-1, TRBV6-5, TRBV6-6",0.2050508870901799
"TRBV7-6, TRBV28, TRBV7-7",0.20419635602113573
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-3",0.20419635602113573
"TRBV3-1, TRBV3-2, TRBV9, TRBV14",0.20419635602113573
"TRBV6-6, TRBV6-5, TRBV6-1, TRBV10-3",0.20419635602113556
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV10-3, TRBV6-9",0.19616660036285485
"TRBV5-5, TRBV5-7, TRBV5-2, TRBV5-8, TRBV5-3",0.19616660036285483
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV27",0.19363865401392397
"TRBV6-6, TRBV6-5, TRBV6-9, TRBV6-1, TRBV6-8",0.19305426052048677
TRBV5-5,0.19140592729906575
"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",0.1906348166533613
"TRBV4-2, TRBV4-1, TRBV4-3, TRBV6-5, TRBV6-6",0.18737696955957606
"TRBV6-6, TRBV6-1",0.18737696955957606
"TRBV7-2, TRBV21-1, TRBV7-8",0.18737696955957606
TRBV1,0.18699185691367293
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-1, TRBV6-5",0.18656682356152512
"TRBV6-4, TRBV6-1, TRBV6-5, TRBV6-6",0.18534913246929519
"TRBV10-3, TRBV6-1, TRBV6-5, TRBV6-6",0.18472830522539813
"TRBV6-6, TRBV6-5, TRBV6-2, TRBV6-3, TRBV6-8",0.18216268297426239
"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5",0.1819389507891476
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-5",0.17907269296209696
"TRBV13, TRBV2",0.17177569874406912
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-5",0.17164006568361198
TRBV12-4,0.17067145904468703
"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3, TRBV6-2",0.16838135756120634
"TRBV7-9, TRBV20-1",0.16797144567176192
"TRBV6-1, TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6",0.1679635013099053
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-9",0.1658821678579962
