Feature,Importance
"TRBJ1-2, TRBJ1-5",0.012903079788746497
"TRBV6-1, TRBV6-5, TRBV6-2, TRBV6-3",0.012834883570414145
"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-1",0.012820607900876429
"TRBV5-5, TRBV5-7, TRBV5-8, TRBV5-3, TRBV5-6",0.012818703991585766
"TRBV5-3, TRBV5-5, TRBV5-6",0.012805195044950937
"TRBV6-1, TRBV6-5, TRBV28, TRBV6-6, TRBV6-8",0.012673233515486633
"TRBV5-4, TRBV5-8, TRBV4-2, TRBV5-5",0.012609360042959442
"TRBV11-2, TRBV11-3, TRBV11-1, TRBV7-2",0.012490676203678386
"TRBV5-8, TRBV5-4, TRBV5-5",0.012404059793619485
"TRBV6-5, TRBV6-8, TRBV6-6, TRBV6-1",0.012304902683815063
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV19, TRBV6-8",0.012268782324253972
"TRBV5-5, TRBV5-8, TRBV5-3, TRBV5-6",0.01224437295260102
"TRBV7-9, TRBV6-5",0.012223198953630603
"TRBV7-2, TRBV28",0.012214247892128993
"TRBV7-9, TRBV7-6, TRBV7-3",0.012090625530429978
TRBV6-8,0.012084065340916984
"TRBV6-8, TRBV6-5",0.011990221045140595
"TRBV11-2, TRBV11-3, TRBV7-2",0.01187344409474011
"TRBJ1-5, TRBJ1-2",0.011846970934292367
"TRBV6-8, TRBV6-1, TRBV6-5, TRBV6-6",0.011818622616087548
"TRBV7-2, TRBV7-9, TRBV7-1, TRBV5-5",0.011698162503668973
"TRBV5-8, TRBV5-3, TRBV5-4",0.011599872775183142
"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-1, TRBV6-2",0.011595922764011335
"TRBV23-1, TRBV28",0.011548979359711062
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-4, TRBV6-3",0.011505931598487581
"TRBV4-1, TRBV4-3, TRBV4-2",0.011422780441569892
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV4-2",0.011398486130324917
"TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-6",0.011381108355997467
"TRBV10-3, TRBV6-9",0.011312428317642937
"TRBV14, TRBV28",0.011295457557100652
"TRBV5-5, TRBV5-8, TRBV5-6",0.011252204301028428
"TRBV11-1, TRBV7-9, TRBV11-3, TRBV5-5, TRBV7-6",0.011220612160861532
"TRBV7-2, TRBV7-8, TRBV7-4",0.011171436568786388
"TRBV23-1, TRBV27",0.011125504483693588
"TRBV5-8, TRBV5-5, TRBV5-4, TRBV4-2",0.01110746987278826
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4, TRBV6-9",0.011042021224724854
"TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-4, TRBV6-8",0.010996747859593101
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV10-3, TRBV6-9",0.010995134085930638
"TRBV28, TRBV20-1",0.010955118229805385
"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6, TRBV6-9",0.010857427817094943
"TRBV3-1, TRBV3-2, TRBV6-1, TRBV6-5, TRBV6-6",0.010842697338040512
"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-6, TRBV6-5",0.010796174047322147
"TRBV11-2, TRBV11-3, TRBV7-2, TRBV7-8, TRBV7-9",0.010790422644080797
"TRBV6-1, TRBV6-5, TRBV28",0.010780099992736714
"TRBV6-1, TRBV6-9, TRBV6-5, TRBV6-6",0.010771108965180694
"TRBJ2-1, TRBJ1-2",0.010769430570304423
"TRBV5-5, TRBV5-6, TRBV5-8",0.010550090144926284
"TRBV5-3, TRBV5-5, TRBV5-8, TRBV11-3, TRBV7-9",0.010527502251853199
"TRBV4-2, TRBV4-1, TRBV4-3, TRBV6-5, TRBV6-6",0.010491238384668169
"TRBV5-5, TRBV5-6, TRBV5-7",0.010463158134114114
"TRBV7-3, TRBV7-4, TRBV7-9",0.010366739208585243
"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-9",0.010233685814229532
"TRBV5-1, TRBV20-1",0.01022980541016516
"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-9",0.010204349800687467
"TRBV6-5, TRBV6-6, TRBV10-3, TRBV6-9, TRBV6-1",0.010202587107324931
"TRBV7-9, TRBV20-1",0.01019774441414611
"TRBV10-3, TRBV6-5, TRBV6-6, TRBV6-1",0.01003381330449264
"TRBV5-4, TRBV20-1",0.010021644712875354
"TRBV5-6, TRBV5-3, TRBV5-5, TRBV5-7",0.009952991827037799
"TRBV6-8, TRBV6-1, TRBV6-5, TRBV6-6, TRBV6-3",0.009886972807090853
"TRBV10-2, TRBV28",0.009861639978508615
"TRBV7-3, TRBV28",0.009839574915196346
"TRBV5-5, TRBV5-7, TRBV5-2, TRBV5-8, TRBV5-3",0.00981058193306472
"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5",0.009647700041917869
"TRBV15, TRBV10-3",0.009543167897211099
"TRBV6-6, TRBV6-1",0.009535641871521179
"TRBV6-3, TRBV6-2, TRBV6-6, TRBV6-5, TRBV6-1",0.009473354635824466
"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-4, TRBV6-6",0.009406152610378027
"TRBV6-2, TRBV6-3, TRBV6-1, TRBV6-6, TRBV6-5",0.009229208110992263
"TRBV4-2, TRBV4-3, TRBV4-1",0.00920183956905683
"TRBV7-3, TRBV7-4, TRBV11-3, TRBV5-5",0.009111978963467037
"TRBV6-2, TRBV6-3, TRBV6-6, TRBV6-5, TRBV6-1",0.009074185661457698
"TRBV5-8, TRBV5-4, TRBV11-2",0.008770464678407358
"TRBV6-4, TRBV6-5, TRBV6-6",0.008723106425127096
"TRBV6-6, TRBV6-5, TRBV6-2, TRBV6-3, TRBV6-8",0.008714187457507249
"TRBV29-1, TRBV20-1",0.008656447051028736
"TRBV18, TRBV10-3",0.008633173408982293
"TRBV6-2, TRBV6-3, TRBV6-9, TRBV6-5, TRBV6-6",0.008432270849316244
"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-9",0.008373331387495145
"TRBV24-1, TRBV20-1",0.008322558414191003
"TRBV7-2, TRBV21-1, TRBV7-8",0.008134161101718405
"TRBV5-5, TRBV5-3, TRBV5-6, TRBV5-8, TRBV5-2",0.008095054172525346
"TRBV5-8, TRBV5-5, TRBV5-3, TRBV5-4",0.00807124109598326
"TRBV7-9, TRBV7-6, TRBV7-7",0.008017354961613134
"TRBV7-7, TRBV7-6, TRBV7-3, TRBV7-4",0.007842643050669604
