,transition_type,gene_segment,freq
69,2,"TRBV6-2, TRBV6-3, TRBV6-5, TRBV6-6, TRBV6-7",-2.72486988746287e-05
70,2,"TRBV6-3, TRBV6-2",0.0009932426254851
71,2,"TRBV6-3, TRBV6-2, TRBV6-1, TRBV6-5, TRBV6-6",0.0006067507251917
72,2,"TRBV6-3, TRBV6-2, TRBV6-5, TRBV6-6",0.0252134017105382
73,2,TRBV6-4,-0.0122886383210005
74,2,"TRBV6-4, TRBV6-1, TRBV6-5, TRBV6-6",-2.72486988746287e-05
75,2,"TRBV6-5, TRBV6-1, TRBV6-6",0.0019490828090064
76,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-3, TRBV6-8",0.0014995588859105
77,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8",-0.0081803231175144
78,2,"TRBV6-5, TRBV6-1, TRBV6-6, TRBV6-8, TRBV6-3",-0.0105230973419471
79,2,"TRBV6-5, TRBV6-1, TRBV6-8, TRBV6-3",0.0011012941244919
80,2,"TRBV6-5, TRBV6-6",4.15582688487528e-06
81,2,"TRBV6-5, TRBV6-6, TRBV6-1",3.74024419638776e-05
82,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV10-3, TRBV6-9",0.0004405176497967
83,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3",0.0009433727028666
84,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-3, TRBV6-8",-0.0476962049042114
85,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8",-0.0035046439506594
86,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-3",0.004288813345191
87,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-8, TRBV6-9",0.0077256821789828
88,2,"TRBV6-5, TRBV6-6, TRBV6-1, TRBV6-9, TRBV6-8",-0.0100647635052296
89,2,"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3",-2.72486988746287e-05
90,2,"TRBV6-5, TRBV6-6, TRBV6-2, TRBV6-3, TRBV6-8",0.0084460106711395
91,2,"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-1",-0.0016016753173986
92,2,"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-2, TRBV6-8",0.0041890734999542
93,2,"TRBV6-5, TRBV6-6, TRBV6-3, TRBV6-8, TRBV6-2",-0.0155317583585384
94,2,"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-2, TRBV6-3",-0.0135128807816529
95,2,"TRBV6-5, TRBV6-6, TRBV6-8, TRBV6-3, TRBV6-2",0.0001620772485101
96,2,"TRBV6-5, TRBV6-6, TRBV6-9, TRBV6-1, TRBV6-8",4.15582688487528e-06
97,2,"TRBV6-6, TRBV6-1, TRBV6-5, TRBV6-9, TRBV6-8",-0.0034551029927833
98,2,"TRBV6-6, TRBV6-5, TRBV6-1, TRBV6-8",0.0012924621611961
99,2,"TRBV6-6, TRBV6-5, TRBV6-8, TRBV6-2, TRBV6-3",0.0010389567212188
100,2,"TRBV7-2, TRBV7-8",-0.050153118910077
101,2,TRBV7-3,0.008778423145754
102,2,"TRBV7-3, TRBV7-4",-0.0147822055671949
103,2,TRBV7-4,0.0003033753625958
104,2,TRBV7-5,0.0013257087762752
105,2,TRBV7-6,0.00713739685065
106,2,"TRBV7-6, TRBV7-7",-0.0229955793930742
107,2,"TRBV7-6, TRBV7-7, TRBV7-9",4.15582688487528e-06
108,2,"TRBV7-6, TRBV7-9",2.49349613092517e-05
109,2,"TRBV7-7, TRBV7-6",-0.0120771449060593
110,2,TRBV7-8,0.0002077913442437
111,2,"TRBV7-8, TRBV7-2",0.0009787720269847
112,2,TRBV7-9,0.0553901770335494
113,2,"TRBV7-9, TRBV7-6",0.0031011456489444
